OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,sampledate,ActivityEndDate,sampledepth_m_legacy,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,samplesiteid_legacy,comments_legacy,ActivityCommentText,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,datavalue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,labmethodname_legacy,labmethodinfo_legacy,LaboratoryName,ResultLaboratoryCommentText,qualifier_legacy,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,ProviderName,ActivityStartDateTime,ActivityEndDateTime,obs_id,source_parameter,source_value,source_unit,detectionlimit_legacy,detectionlimit_unit_legacy,sampleposition_legacy,sampletype_legacy,sampledepth_m_lagos,samplelayer_lagos,sampletype_lagos
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900576,Sample-Routine,2009-06-23,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,7.1,pH,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,2009-06-23 14:25:00,NA,491422,pH,7.1,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702131,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,7.1,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,403,NA,NA,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NA,NA,NA,NA,pH,NWIS,1997-08-13 16:30:00,NA,491570,pH,7.1,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900601,Sample-Routine,2009-07-07,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,   A-1910144 Bottom (Bed) Material,A-1910144 Bottom (Bed) Material,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6.6,pH,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,2009-07-07 14:30:00,NA,491628,pH,6.6,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MIDN_PETE_07_20100915111303_01,Field Msr/Obs,2010-09-15,NA,NA,m,NA,NA,NA,NA,NA,MIDN_PETE_WQ,NA,11NPSWRD_WQX-MIDN_PETE_07,   YSI serial #: 09H100385  Organization ActivityID=MIDN_PETE_07_20100915111303,YSI serial #: 09H100385  Organization ActivityID=MIDN_PETE_07_20100915111303,NA,NA,NA,NA,NA,"pH, equilibrated",NA,6.73,pH,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIDN_UVA_YSI_PRO_PLU,11NPSWRD_WQX,YSI Pro Plus,NA,NA,NA,NA,NA,pH,STORET,2010-09-15 15:13:00,NA,492318,pH,6.73,None,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702131,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,7.1,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,1997-08-13 16:30:00,NA,492349,pH,7.1,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MIDN_PETE_07_20100810120001_01,Field Msr/Obs,2010-08-10,NA,NA,m,NA,NA,NA,NA,NA,MIDN_PETE_WQ,NA,11NPSWRD_WQX-MIDN_PETE_07,   Meter Serial #: 094100385  Organization ActivityID=MIDN_PETE_07_20100810120001,Meter Serial #: 094100385  Organization ActivityID=MIDN_PETE_07_20100810120001,NA,NA,NA,NA,NA,"pH, equilibrated",NA,6.38,pH,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIDN_UVA_YSI_PRO_PLU,11NPSWRD_WQX,YSI Pro Plus,NA,NA,NA,NA,NA,pH,STORET,2010-08-10 16:00:00,NA,492901,pH,6.38,None,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00400981,Sample-Routine,2004-09-14,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660470,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6.4,pH,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,2004-09-14 13:35:00,NA,493266,pH,6.4,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MIDN_PETE_07_20110408112903_01,Field Msr/Obs,2011-04-08,NA,NA,m,NA,NA,NA,NA,NA,MIDN_PETE_WQ,NA,11NPSWRD_WQX-MIDN_PETE_07,   YSI serial #: 09H100385  Organization ActivityID=MIDN_PETE_07_20110408112903,YSI serial #: 09H100385  Organization ActivityID=MIDN_PETE_07_20110408112903,NA,NA,NA,NA,NA,"pH, equilibrated",NA,6.25,pH,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIDN_UVA_YSI_PRO_PLU,11NPSWRD_WQX,YSI Pro Plus,NA,NA,NA,NA,NA,pH,STORET,2011-04-08 15:29:00,NA,494739,pH,6.25,None,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701754,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6.7,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,1997-07-09 16:20:00,NA,494967,pH,6.7,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701754,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,7.5,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,403,NA,NA,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NA,NA,NA,NA,pH,NWIS,1997-07-09 16:20:00,NA,494968,pH,7.5,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00100517,Sample-Routine,2001-04-10,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-0166578010,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,5.4,pH,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,2001-04-10 20:30:00,NA,495109,pH,5.4,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900573,Sample-Routine,2009-06-23,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,7.1,pH,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,2009-06-23 15:05:00,NA,495759,pH,7.1,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701752,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6.9,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,1997-07-09 15:50:00,NA,495837,pH,6.9,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701752,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,7.3,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,403,NA,NA,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NA,NA,NA,NA,pH,NWIS,1997-07-09 15:50:00,NA,495838,pH,7.3,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MIDN_PETE_07_20101019125203_01,Field Msr/Obs,2010-10-19,NA,NA,m,NA,NA,NA,NA,NA,MIDN_PETE_WQ,NA,11NPSWRD_WQX-MIDN_PETE_07,   YSI serial #: 09H100385  Organization ActivityID=MIDN_PETE_07_20101019125203,YSI serial #: 09H100385  Organization ActivityID=MIDN_PETE_07_20101019125203,NA,NA,NA,NA,NA,"pH, equilibrated",NA,6.25,pH,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIDN_UVA_YSI_PRO_PLU,11NPSWRD_WQX,YSI Pro Plus,NA,NA,NA,NA,NA,pH,STORET,2010-10-19 16:52:00,NA,495919,pH,6.25,None,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00500295,Sample-Routine,2005-04-04,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-0166578010,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,5.5,pH,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,2005-04-04 16:40:00,NA,496730,pH,5.5,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702133,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6.9,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,1997-08-13 17:30:00,NA,497209,pH,6.9,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702133,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,7.6,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,403,NA,NA,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NA,NA,NA,NA,pH,NWIS,1997-08-13 17:30:00,NA,497210,pH,7.6,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MIDN_PETE_07_20110616130303_01,Field Msr/Obs,2011-06-16,NA,NA,m,NA,NA,NA,NA,NA,MIDN_PETE_WQ,NA,11NPSWRD_WQX-MIDN_PETE_07,   YSI serial #: 09H100385  Organization ActivityID=MIDN_PETE_07_20110616130303,YSI serial #: 09H100385  Organization ActivityID=MIDN_PETE_07_20110616130303,NA,NA,NA,NA,NA,"pH, equilibrated",NA,6.36,pH,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIDN_UVA_YSI_PRO_PLU,11NPSWRD_WQX,YSI Pro Plus,NA,NA,NA,NA,NA,pH,STORET,2011-06-16 17:03:00,NA,497238,pH,6.36,None,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00200495,Sample-Routine,2002-04-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-0203143670,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6,pH,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,2002-04-09 16:00:00,NA,497346,pH,6.0,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702135,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6.3,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,1997-08-13 18:10:00,NA,498072,pH,6.3,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702135,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6.6,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,403,NA,NA,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NA,NA,NA,NA,pH,NWIS,1997-08-13 18:10:00,NA,498073,pH,6.6,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900314,Sample-Routine,2009-03-24,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,"   L-0860008 Received March 26, 2009","L-0860008 Received March 26, 2009",USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,8.5,pH,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,2009-03-24 14:50:00,NA,498195,pH,8.5,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900572,Sample-Routine,2009-06-23,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6.9,pH,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,2009-06-23 15:35:00,NA,498273,pH,6.9,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00201145,Sample-Routine,2002-04-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-0166578036,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,5.9,pH,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,2002-04-09 19:00:00,NA,498488,pH,5.9,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701753,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6.6,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,1997-07-09 16:15:00,NA,498513,pH,6.6,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701753,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6.6,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,403,NA,NA,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NA,NA,NA,NA,pH,NWIS,1997-07-09 16:15:00,NA,498514,pH,6.6,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702132,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,7.3,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,1997-08-13 17:00:00,NA,499662,pH,7.3,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702132,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,7.1,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,403,NA,NA,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NA,NA,NA,NA,pH,NWIS,1997-08-13 17:00:00,NA,499663,pH,7.1,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701750,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6.8,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,1997-07-09 15:30:00,NA,499767,pH,6.8,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701750,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,7.3,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,403,NA,NA,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NA,NA,NA,NA,pH,NWIS,1997-07-09 15:30:00,NA,499768,pH,7.3,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900451,Sample-Routine,2009-05-05,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6.5,pH,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,2009-05-05 18:35:00,NA,499905,pH,6.5,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900452,Sample-Routine,2009-05-05,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660020,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6.7,pH,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,2009-05-05 18:10:00,NA,500148,pH,6.7,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900388,Sample-Routine,2009-03-24,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,"   L-0860009 Received March 26, 2009","L-0860009 Received March 26, 2009",USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,8.6,pH,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,2009-03-24 14:20:00,NA,500419,pH,8.6,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900458,Sample-Routine,2009-04-16,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6.6,pH,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,2009-04-16 14:40:00,NA,501784,pH,6.6,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00400985,Sample-Routine,2004-09-15,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660480,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6.1,pH,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,2004-09-15 13:15:00,NA,502237,pH,6.1,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701751,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6.7,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,1997-07-09 15:45:00,NA,502322,pH,6.7,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99701751,Sample-Routine,1997-07-09,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,7.2,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,403,NA,NA,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NA,NA,NA,NA,pH,NWIS,1997-07-09 15:45:00,NA,502323,pH,7.2,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00100516,Sample-Routine,2001-04-10,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-0203143670,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,5.2,pH,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,2001-04-10 17:30:00,NA,503957,pH,5.2,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702130,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,6.6,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,NWIS,1997-08-13 16:20:00,NA,504656,pH,6.6,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99702130,Sample-Routine,1997-08-13,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01657880,   ,NA,USGS,USGS,USGS,Unknown,NA,"pH, equilibrated",Total,7,pH,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,403,NA,NA,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NA,NA,NA,NA,pH,NWIS,1997-08-13 16:20:00,NA,504657,pH,7.0,std units,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
